"Name","State","Min_Value","Max_Value","Temp_change","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean","rank_temp"
"Warren County","Kentucky","65","89.5","24.5","73","0.6","64.4",2189
"Washington County","Kentucky","63.6","87.9","24.3","77","0.6","63",2131
"Wayne County","Kentucky","63.6","86.1","22.5","82","1.2","62.4",1520
"Webster County","Kentucky","66.2","87.8","21.6","63","0.4","65.8",1132
"Whitley County","Kentucky","62.1","85","22.9","52","-0.2","62.3",1659
"Wolfe County","Kentucky","62.3","86.6","24.3","49","-0.5","62.8",2131
"Woodford County","Kentucky","63.8","88.1","24.3","83","1","62.8",2131
"Acadia Parish","Louisiana","74.8","94.2","19.4","128","2.6","72.2",310
"Allen Parish","Louisiana","73.7","93.7","20.0","124","2.4","71.3",488
"Ascension Parish","Louisiana","74.7","94.5","19.8","128","2.9","71.8",422
"Assumption Parish","Louisiana","74.8","94.1","19.3","125","2.5","72.3",285
"Avoyelles Parish","Louisiana","73.4","94.7","21.3","123","2.6","70.8",1019
"Beauregard Parish","Louisiana","73.8","94.6","20.8","125","2.9","70.9",801
"Bienville Parish","Louisiana","72.4","94.8","22.4","123","3","69.4",1468
"Bossier Parish","Louisiana","73.6","95.2","21.6","124","3.4","70.2",1132
"Caddo Parish","Louisiana","74","95.3","21.3","126","3.3","70.7",1019
"Calcasieu Parish","Louisiana","75.6","94.5","18.9","126","3.1","72.5",218
"Caldwell Parish","Louisiana","71.6","96","24.4","111","1.7","69.9",2159
"Cameron Parish","Louisiana","77","93.4","16.4","126","2.8","74.2",59
"Catahoula Parish","Louisiana","72.2","95.4","23.2","111","1.7","70.5",1772
"Claiborne Parish","Louisiana","71.4","94.6","23.2","115","2.2","69.2",1772
"Concordia Parish","Louisiana","72.3","95.2","22.9","112","1.8","70.5",1659
"De Soto Parish","Louisiana","73.3","94.9","21.6","125","3.4","69.9",1132
"East Baton Rouge Parish","Louisiana","74.7","94.2","19.5","129","3.6","71.1",327
"East Carroll Parish","Louisiana","71.2","96.3","25.1","105","1.5","69.7",2345
"East Feliciana Parish","Louisiana","73.3","94.4","21.1","128","3.3","70",933
"Evangeline Parish","Louisiana","73.6","94.2","20.6","123","2.4","71.2",707
"Franklin Parish","Louisiana","71.3","96.2","24.9","97","1.1","70.2",2306
"Grant Parish","Louisiana","72","94.6","22.6","114","1.9","70.1",1563
"Iberia Parish","Louisiana","75.3","93","17.7","124","2.3","73",119
"Iberville Parish","Louisiana","74.8","94.1","19.3","128","3.1","71.7",285
"Jackson Parish","Louisiana","71.6","95.5","23.9","118","2.4","69.2",2004
"Jefferson Parish","Louisiana","77.3","93.4","16.1","128","3.1","74.2",43
"Jefferson Davis Parish","Louisiana","75.2","93.8","18.6","126","2.6","72.6",184
"Lafayette Parish","Louisiana","75","94.8","19.8","128","3","72",422
"Lafourche Parish","Louisiana","76.8","93.3","16.5","125","3","73.8",62
"La Salle Parish","Louisiana","72.4","95","22.6","120","2.2","70.2",1563
"Lincoln Parish","Louisiana","71.5","95.3","23.8","116","2.2","69.3",1967
"Livingston Parish","Louisiana","74.3","95","20.7","129","3","71.3",753
"Madison Parish","Louisiana","71.2","95.8","24.6","101","1.3","69.9",2219
"Morehouse Parish","Louisiana","71","96.2","25.2","107","1.8","69.2",2363
"Natchitoches Parish","Louisiana","72.2","95.1","22.9","116","2.3","69.9",1659
"Orleans Parish","Louisiana","77.5","93.7","16.2","129","3.7","73.8",47
"Ouachita Parish","Louisiana","71.5","96","24.5","110","1.9","69.6",2189
"Plaquemines Parish","Louisiana","78.6","92.5","13.9","129","3.4","75.2",7
"Pointe Coupee Parish","Louisiana","74.7","94.8","20.1","127","3.8","70.9",518
"Rapides Parish","Louisiana","72.4","94.6","22.2","114","1.8","70.6",1377
"Red River Parish","Louisiana","73","95","22","124","3.1","69.9",1292
"Richland Parish","Louisiana","71.4","96.2","24.8","107","1.6","69.8",2278
"Sabine Parish","Louisiana","72.2","95.3","23.1","120","2.8","69.4",1733
"St. Bernard Parish","Louisiana","78","92.9","14.9","128","3.6","74.4",14
"St. Charles Parish","Louisiana","75.9","94.2","18.3","127","2.8","73.1",154
"St. Helena Parish","Louisiana","72.6","94.8","22.2","127","2.6","70",1377
"St. James Parish","Louisiana","74.8","94.6","19.8","125","2.7","72.1",422
"St. John the Baptist Parish","Louisiana","75.2","94.9","19.7","128","2.9","72.3",381
"St. Landry Parish","Louisiana","74.5","94.9","20.4","128","3.3","71.2",622
"St. Martin Parish","Louisiana","74.7","94.2","19.5","127","2.7","72",327
"St. Mary Parish","Louisiana","75.7","92.5","16.8","122","2.3","73.4",77
"St. Tammany Parish","Louisiana","74.6","95.3","20.7","128","3.3","71.3",753
"Tangipahoa Parish","Louisiana","73.3","95.5","22.2","127","2.6","70.7",1377
"Tensas Parish","Louisiana","71","95.7","24.7","80","0.7","70.3",2239
"Terrebonne Parish","Louisiana","76.6","92.9","16.3","123","2.9","73.7",53
"Union Parish","Louisiana","71","95.7","24.7","106","1.8","69.2",2239
"Vermilion Parish","Louisiana","75.9","93.6","17.7","128","2.6","73.3",119
"Vernon Parish","Louisiana","72.2","95.1","22.9","118","2.4","69.8",1659
"Washington Parish","Louisiana","72.9","95.1","22.2","127","2.8","70.1",1377
"Webster Parish","Louisiana","72.7","94.9","22.2","121","2.9","69.8",1377
"West Baton Rouge Parish","Louisiana","74.9","94.2","19.3","129","3.5","71.4",285
"West Carroll Parish","Louisiana","71.1","96.4","25.3","103","1.6","69.5",2380
"West Feliciana Parish","Louisiana","74","94.5","20.5","127","3.6","70.4",666
"Winn Parish","Louisiana","71.8","95.2","23.4","118","2.2","69.6",1835
"Androscoggin County","Maine","58.6","76.8","18.2","123","4.6","54",145
"Aroostook County","Maine","54.3","75.5","21.2","123","4.3","50",981
"Cumberland County","Maine","58.4","76.2","17.8","119","4","54.4",125
"Franklin County","Maine","54.4","73","18.6","121","3.9","50.5",184
"Hancock County","Maine","57.7","76.7","19.0","118","3.5","54.2",228
"Kennebec County","Maine","58.8","77.4","18.6","124","4.5","54.3",184
"Knox County","Maine","58.9","74.4","15.5","121","4","54.9",24
"Lincoln County","Maine","59.5","75.1","15.6","124","4.5","55",26
"Oxford County","Maine","55.5","74.8","19.3","124","4.3","51.2",285
"Penobscot County","Maine","56.5","77.4","20.9","119","3.9","52.6",841
"Piscataquis County","Maine","53.7","75.1","21.4","114","3.2","50.5",1069
"Sagadahoc County","Maine","59.8","75.6","15.8","123","4.7","55.1",33
"Somerset County","Maine","53.6","74.2","20.6","109","2.6","51",707
"Waldo County","Maine","58.1","76","17.9","120","4.1","54",133
"Washington County","Maine","57","76","19","123","3.8","53.2",227
"York County","Maine","58.1","77.4","19.3","115","3.6","54.5",285
"Allegany County","Maryland","59.6","85.4","25.8","85","1.2","58.4",2464
"Anne Arundel County","Maryland","67.3","87","19.7","98","2","65.3",381
"Baltimore County","Maryland","64.3","85.4","21.1","100","2.3","62",933
"Calvert County","Maryland","67.6","86.5","18.9","106","2.4","65.2",218
"Caroline County","Maryland","64.9","85.9","21.0","90","1.5","63.4",895
"Carroll County","Maryland","62","84.2","22.2","85","1.6","60.4",1377
"Cecil County","Maryland","65.1","83.6","18.5","92","1.7","63.4",173
"Charles County","Maryland","67.6","87.1","19.5","110","2.9","64.7",327
"Dorchester County","Maryland","66.6","86.6","20.0","89","1.5","65.1",488
"Frederick County","Maryland","62.9","84.4","21.5","80","1.4","61.5",1103
"Garrett County","Maryland","56.8","79.6","22.8","93","2","54.8",1636
"Harford County","Maryland","65","84.7","19.7","95","1.9","63.1",381
"Howard County","Maryland","63.5","85.1","21.6","87","1.7","61.8",1132
"Kent County","Maryland","66.4","85.9","19.5","94","2","64.4",327
"Montgomery County","Maryland","64.6","85.1","20.5","90","1.9","62.7",666
"Prince George&#039;s County","Maryland","66.2","86.8","20.6","99","2.2","64",707
"Queen Anne&#039;s County","Maryland","66.1","85.9","19.8","96","2","64.1",422
"St. Mary&#039;s County","Maryland","67.6","86.7","19.1","99","1.9","65.7",247
"Somerset County","Maryland","66","85.9","19.9","47","-0.2","66.2",463
"Talbot County","Maryland","67","85.3","18.3","93","1.7","65.3",154
"Washington County","Maryland","62","84.9","22.9","91","1.6","60.4",1659
"Wicomico County","Maryland","64.8","85.7","20.9","61","0.3","64.5",841
"Worcester County","Maryland","65.2","84.9","19.7","41","-0.5","65.7",381
"Baltimore City","Maryland","66.9","87.4","20.5","101","2.2","64.7",666
"Washington","District of Columbia","66.8","87","20.2","100","2.2","64.6",555
"Barnstable County","Massachusetts","62.4","79.1","16.7","102","2.1","60.3",69
"Berkshire County","Massachusetts","57","75.1","18.1","116","3.6","53.4",141
"Bristol County","Massachusetts","61.7","81.1","19.4","101","2.5","59.2",310
"Dukes County","Massachusetts","62.5","79.5","17.0","93","1.8","60.7",90
"Essex County","Massachusetts","59.6","78.7","19.1","89","1.5","58.1",247
"Franklin County","Massachusetts","58.2","78.5","20.3","115","3.7","54.5",588
"Hampden County","Massachusetts","59","79.4","20.4","108","2.9","56.1",622
"Hampshire County","Massachusetts","58.8","78.9","20.1","111","3.4","55.4",518
"Middlesex County","Massachusetts","59.4","81.1","21.7","95","2","57.4",1180
"Nantucket County","Massachusetts","62.4","76.5","14.1","99","2","60.4",9
"Norfolk County","Massachusetts","60.1","81.8","21.7","95","2","58.1",1180
"Plymouth County","Massachusetts","61.3","81.9","20.6","98","2.1","59.2",707
"Suffolk County","Massachusetts","61.2","81.1","19.9","91","1.8","59.4",463
"Worcester County","Massachusetts","58.5","79.3","20.8","103","2.7","55.8",801
"Alcona County","Michigan","56.6","77.9","21.3","113","3.7","52.9",1019
"Alger County","Michigan","55.3","74.4","19.1","112","3.6","51.7",247
"Allegan County","Michigan","60.2","80.4","20.2","104","2.6","57.6",555
"Alpena County","Michigan","57.2","78.7","21.5","118","4.5","52.7",1103
"Antrim County","Michigan","56.8","78.3","21.5","109","3.5","53.3",1103
"Arenac County","Michigan","59.6","78.7","19.1","122","4.9","54.7",247
"Baraga County","Michigan","53.2","74.5","21.3","112","3.3","49.9",1019
"Barry County","Michigan","59.7","80.8","21.1","109","2.9","56.8",933
"Bay County","Michigan","60.9","79.6","18.7","121","4.6","56.3",196
"Benzie County","Michigan","58.2","77.9","19.7","113","3.9","54.3",381
"Berrien County","Michigan","61.3","81.9","20.6","102","2.3","59.1",707
"Branch County","Michigan","60","81.3","21.3","103","2.2","57.8",1019
"Calhoun County","Michigan","59.8","80.8","21.0","107","2.7","57.1",895
"Cass County","Michigan","60.4","81.6","21.2","107","2.7","57.7",981
"Charlevoix County","Michigan","57","77.8","20.8","106","3.4","53.6",801
"Cheboygan County","Michigan","55.8","78.1","22.3","111","3.4","52.4",1423
"Chippewa County","Michigan","54.8","76","21.2","110","3.1","51.7",981
"Clare County","Michigan","55.6","79","23.4","105","2.9","52.7",1835
"Clinton County","Michigan","59.4","80.4","21.0","104","2.6","56.8",895
"Crawford County","Michigan","54.6","77.9","23.3","109","3.3","51.3",1807
"Delta County","Michigan","55.1","75.6","20.5","101","2.6","52.5",666
"Dickinson County","Michigan","52.9","78","25.1","105","2.9","50",2345
"Eaton County","Michigan","59.5","80.4","20.9","108","2.7","56.8",841
"Emmet County","Michigan","56.6","76.7","20.1","103","3.1","53.5",518
"Genesee County","Michigan","60.1","80.7","20.6","116","3.5","56.6",707
"Gladwin County","Michigan","58.2","79.2","21.0","121","4.4","53.8",895
"Gogebic County","Michigan","52.4","74.1","21.7","96","2.1","50.3",1180
"Grand Traverse County","Michigan","56.4","79.3","22.9","108","3.2","53.2",1659
"Gratiot County","Michigan","58.7","80.3","21.6","102","2.4","56.3",1132
"Hillsdale County","Michigan","59.8","81.2","21.4","106","2.6","57.2",1069
"Houghton County","Michigan","54.5","75.9","21.4","115","3.4","51.1",1069
"Huron County","Michigan","59.3","78.5","19.2","111","3.4","55.9",272
"Ingham County","Michigan","59.2","80","20.8","107","2.4","56.8",801
"Ionia County","Michigan","58.8","80.6","21.8","103","2.6","56.2",1221
"Iosco County","Michigan","57.9","78.6","20.7","118","4","53.9",753
"Iron County","Michigan","51.5","76","24.5","107","3.1","48.4",2189
"Isabella County","Michigan","57","79.9","22.9","100","2.4","54.6",1659
"Jackson County","Michigan","59.3","80.4","21.1","103","2.2","57.1",933
"Kalamazoo County","Michigan","60.5","81.1","20.6","112","3.2","57.3",707
"Kalkaska County","Michigan","54.8","78.7","23.9","107","3","51.8",2004
"Kent County","Michigan","58.7","80.8","22.1","104","2.5","56.2",1329
"Keweenaw County","Michigan","56","75.5","19.5","120","3.6","52.4",327
"Lake County","Michigan","55.2","79.4","24.2","98","1.9","53.3",2101
"Lapeer County","Michigan","60.1","80.5","20.4","115","3.7","56.4",622
"Leelanau County","Michigan","58.8","77.2","18.4","108","3.7","55.1",164
"Lenawee County","Michigan","60.1","82.6","22.5","100","1.9","58.2",1520
"Livingston County","Michigan","59.4","80.3","20.9","108","2.8","56.6",841
"Luce County","Michigan","53.9","75","21.1","110","3.1","50.8",933
"Mackinac County","Michigan","55.4","75.2","19.8","102","2.8","52.6",422
"Macomb County","Michigan","62.7","81.8","19.1","116","3.6","59.1",247
"Manistee County","Michigan","56.9","77.9","21.0","104","2.6","54.3",895
"Marquette County","Michigan","53.2","75.6","22.4","105","2.9","50.3",1468
"Mason County","Michigan","57.1","78.4","21.3","96","2.1","55",1019
"Mecosta County","Michigan","55.5","79.9","24.4","99","2.1","53.4",2159
"Menominee County","Michigan","54.9","78.5","23.6","105","2.8","52.1",1908
"Midland County","Michigan","59.3","80.1","20.8","113","3.4","55.9",801
"Missaukee County","Michigan","53.6","78.8","25.2","101","2.2","51.4",2363
"Monroe County","Michigan","61.9","83.2","21.3","103","2.3","59.6",1019
"Montcalm County","Michigan","57","80.2","23.2","101","2.2","54.8",1772
"Montmorency County","Michigan","56","78.2","22.2","118","4.4","51.6",1377
"Muskegon County","Michigan","59.2","80.7","21.5","105","3","56.2",1103
"Newaygo County","Michigan","56.4","80.6","24.2","101","2.3","54.1",2101
"Oakland County","Michigan","60.7","80.9","20.2","114","3.2","57.5",555
"Oceana County","Michigan","57.6","79.9","22.3","105","2.6","55",1423
"Ogemaw County","Michigan","56.5","78.6","22.1","117","4.2","52.3",1329
"Ontonagon County","Michigan","53.5","74.9","21.4","103","2.7","50.8",1069
"Osceola County","Michigan","53.9","79.1","25.2","99","1.8","52.1",2363
"Oscoda County","Michigan","55.4","78.3","22.9","116","3.8","51.6",1659
"Otsego County","Michigan","55.4","77","21.6","114","4","51.4",1132
"Ottawa County","Michigan","60","80.5","20.5","104","2.7","57.3",666
"Presque Isle County","Michigan","56.9","78.2","21.3","117","4.1","52.8",1019
"Roscommon County","Michigan","55","78.5","23.5","113","3.4","51.6",1879
"Saginaw County","Michigan","60","80.8","20.8","113","3.4","56.6",801
"St. Clair County","Michigan","61.8","80.5","18.7","111","3.4","58.4",196
"St. Joseph County","Michigan","60.8","81.4","20.6","108","3","57.8",707
"Sanilac County","Michigan","60","79.1","19.1","110","3.4","56.6",247
"Schoolcraft County","Michigan","54.7","74.4","19.7","99","2.6","52.1",381
"Shiawassee County","Michigan","59.6","80.2","20.6","109","2.8","56.8",707
"Tuscola County","Michigan","59.6","80.4","20.8","110","3.6","56",801
"Van Buren County","Michigan","60.4","81.1","20.7","110","2.7","57.7",753
"Washtenaw County","Michigan","59.4","81.4","22.0","103","2.1","57.3",1301
"Wayne County","Michigan","62.6","82.3","19.7","113","3.2","59.4",381
"Wexford County","Michigan","54.2","78.7","24.5","101","2.1","52.1",2189
"Aitkin County","Minnesota","55.6","76","20.4","111","3.3","52.3",622
"Anoka County","Minnesota","59.5","78.8","19.3","95","1.7","57.8",285
"Becker County","Minnesota","56.5","76.1","19.6","111","2.2","54.3",357
"Beltrami County","Minnesota","55.8","76.4","20.6","122","3.8","52",707
"Benton County","Minnesota","58.6","78.4","19.8","109","2.7","55.9",422
"Big Stone County","Minnesota","58.8","79.3","20.5","104","2.3","56.5",666
"Blue Earth County","Minnesota","60.2","79","18.8","98","1.8","58.4",209
"Brown County","Minnesota","60.1","79.6","19.5","102","2.2","57.9",327
"Carlton County","Minnesota","54.9","75.2","20.3","113","3.4","51.5",588
"Carver County","Minnesota","59.8","79.3","19.5","91","1.6","58.2",327
"Cass County","Minnesota","56.9","76.6","19.7","115","3.3","53.6",381
"Chippewa County","Minnesota","59.2","79.3","20.1","106","2.2","57",518
"Chisago County","Minnesota","58.8","77.8","19.0","103","2.2","56.6",228
"Clay County","Minnesota","57.7","78.5","20.8","107","2","55.7",801
"Clearwater County","Minnesota","55.8","75.9","20.1","113","2.8","53",518
"Cook County","Minnesota","51.9","73.5","21.6","111","3.3","48.6",1132
"Cottonwood County","Minnesota","59.2","79.5","20.3","100","2.1","57.1",588
"Crow Wing County","Minnesota","57.5","77","19.5","113","3.3","54.2",327
"Dakota County","Minnesota","60.2","79.7","19.5","89","1.4","58.8",327
"Dodge County","Minnesota","58.2","79.3","21.1","103","2","56.2",933
"Douglas County","Minnesota","57.6","77.4","19.8","102","2","55.6",422
"Faribault County","Minnesota","60.1","79.1","19.0","99","1.7","58.4",228
"Fillmore County","Minnesota","58.1","79.1","21.0","97","2","56.1",895
"Freeborn County","Minnesota","58.7","78.6","19.9","88","1.2","57.5",463
"Goodhue County","Minnesota","60.1","79.9","19.8","111","2.5","57.6",422
"Grant County","Minnesota","58.8","77.8","19.0","112","2.5","56.3",228
"Hennepin County","Minnesota","60.1","79.3","19.2","92","1.7","58.4",272
"Houston County","Minnesota","60","80.1","20.1","98","2","58",518
"Hubbard County","Minnesota","56.6","76.4","19.8","115","3","53.6",422
"Isanti County","Minnesota","58.6","78.2","19.6","100","2","56.6",357
"Itasca County","Minnesota","55.1","76.2","21.1","118","3.9","51.2",933
"Jackson County","Minnesota","58.9","79.6","20.7","100","2","56.9",753
"Kanabec County","Minnesota","57.5","77.2","19.7","111","2.8","54.7",381
"Kandiyohi County","Minnesota","58.8","78.6","19.8","106","2.1","56.7",422
"Kittson County","Minnesota","56.2","78.3","22.1","119","4","52.2",1329
"Koochiching County","Minnesota","54.7","76.1","21.4","120","4.3","50.4",1069
"Lac qui Parle County","Minnesota","58.7","79.1","20.4","91","1.5","57.2",622
"Lake County","Minnesota","51.9","74.1","22.2","97","2.5","49.4",1377
"Lake of the Woods County","Minnesota","54.4","78.2","23.8","113","3.5","50.9",1967
"Le Sueur County","Minnesota","59.9","78.6","18.7","96","1.8","58.2",196
"Lincoln County","Minnesota","57","77.2","20.2","60","0.2","56.8",555
"Lyon County","Minnesota","58.3","78.6","20.3","71","0.6","57.7",588
"McLeod County","Minnesota","60.1","78.8","18.7","115","2.6","57.5",196
"Mahnomen County","Minnesota","55.6","76.2","20.6","104","1.9","53.7",707
"Marshall County","Minnesota","55.6","77.6","22.0","113","3.2","52.4",1301
"Martin County","Minnesota","60","79.9","19.9","106","2","58",463
"Meeker County","Minnesota","59.1","78.2","19.1","106","2.3","56.8",247
